"";"Illness";"Gender";"Age";"Diagnosis";"Residency";"Year";"occurences";"Number of residence"
"3812";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2015";100;NA
"3813";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2016";103;NA
"3814";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2017";96;NA
"3815";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2018";104;NA
"3816";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2019";99;NA
"3817";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Agder";"X2012";79;NA
"3818";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Agder";"X2013";71;NA
"3819";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Agder";"X2014";75;NA
"3820";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Agder";"X2015";70;NA
"3821";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Agder";"X2016";61;NA
"3822";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Agder";"X2017";67;NA
"3823";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Agder";"X2018";80;NA
"3824";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Agder";"X2019";69;NA
"3825";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Rogaland";"X2012";89;NA
"3826";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Rogaland";"X2013";85;NA
"3827";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Rogaland";"X2014";92;NA
"3828";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Rogaland";"X2015";76;NA
"3829";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Rogaland";"X2016";83;NA
"3830";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Rogaland";"X2017";85;NA
"3831";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Rogaland";"X2018";82;NA
"3832";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Rogaland";"X2019";72;NA
"3833";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestland";"X2012";137;NA
"3834";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestland";"X2013";117;NA
"3835";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestland";"X2014";134;NA
"3836";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestland";"X2015";132;NA
"3837";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestland";"X2016";140;NA
"3838";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestland";"X2017";118;NA
"3839";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestland";"X2018";114;NA
"3840";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestland";"X2019";109;NA
"3841";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2012";64;NA
"3842";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2013";59;NA
"3843";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2014";52;NA
"3844";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2015";57;NA
"3845";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2016";57;NA
"3846";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2017";46;NA
"3847";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2018";56;NA
"3848";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2019";60;NA
"3849";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Trondelag";"X2012";122;NA
"3850";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Trondelag";"X2013";105;NA
"3851";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Trondelag";"X2014";100;NA
"3852";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Trondelag";"X2015";120;NA
"3853";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Trondelag";"X2016";104;NA
"3854";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Trondelag";"X2017";109;NA
"3855";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Trondelag";"X2018";83;NA
"3856";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Trondelag";"X2019";103;NA
"3857";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Nordland";"X2012";62;NA
"3858";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Nordland";"X2013";67;NA
"3859";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Nordland";"X2014";55;NA
"3860";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Nordland";"X2015";68;NA
"3861";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Nordland";"X2016";61;NA
"3862";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Nordland";"X2017";51;NA
"3863";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Nordland";"X2018";60;NA
"3864";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Nordland";"X2019";53;NA
"3865";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2012";70;NA
"3866";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2013";64;NA
"3867";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2014";56;NA
"3868";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2015";64;NA
"3869";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2016";55;NA
"3870";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2017";37;NA
"3871";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2018";65;NA
"3872";"Atrieflimmer og atrieflutter";"Kvinne";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2019";62;NA
"3873";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Oslo";"X2012";538;NA
"3874";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Oslo";"X2013";591;NA
"3875";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Oslo";"X2014";631;NA
"3876";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Oslo";"X2015";625;NA
"3877";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Oslo";"X2016";669;NA
"3878";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Oslo";"X2017";828;NA
"3879";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Oslo";"X2018";835;NA
"3880";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Oslo";"X2019";853;NA
"3881";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Viken";"X2012";1243;NA
"3882";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Viken";"X2013";1276;NA
"3883";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Viken";"X2014";1361;NA
"3884";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Viken";"X2015";1420;NA
"3885";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Viken";"X2016";1545;NA
"3886";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Viken";"X2017";1550;NA
"3887";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Viken";"X2018";1734;NA
"3888";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Viken";"X2019";1844;NA
"3889";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Innlandet";"X2012";389;NA
"3890";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Innlandet";"X2013";401;NA
"3891";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Innlandet";"X2014";427;NA
"3892";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Innlandet";"X2015";445;NA
"3893";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Innlandet";"X2016";514;NA
"3894";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Innlandet";"X2017";514;NA
"3895";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Innlandet";"X2018";565;NA
"3896";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Innlandet";"X2019";624;NA
"3897";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2012";535;NA
"3898";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2013";573;NA
"3899";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2014";582;NA
"3900";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2015";651;NA
"3901";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2016";665;NA
"3902";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2017";619;NA
"3903";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2018";675;NA
"3904";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2019";731;NA
"3905";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Agder";"X2012";252;NA
"3906";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Agder";"X2013";298;NA
"3907";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Agder";"X2014";300;NA
"3908";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Agder";"X2015";351;NA
"3909";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Agder";"X2016";416;NA
"3910";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Agder";"X2017";401;NA
"3911";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Agder";"X2018";427;NA
"3912";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Agder";"X2019";478;NA
"3913";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Rogaland";"X2012";470;NA
"3914";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Rogaland";"X2013";446;NA
"3915";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Rogaland";"X2014";522;NA
"3916";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Rogaland";"X2015";501;NA
"3917";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Rogaland";"X2016";608;NA
"3918";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Rogaland";"X2017";598;NA
"3919";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Rogaland";"X2018";650;NA
"3920";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Rogaland";"X2019";680;NA
"3921";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestland";"X2012";690;NA
"3922";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestland";"X2013";671;NA
"3923";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestland";"X2014";736;NA
"3924";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestland";"X2015";777;NA
"3925";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestland";"X2016";841;NA
"3926";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestland";"X2017";878;NA
"3927";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestland";"X2018";894;NA
"3928";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestland";"X2019";932;NA
"3929";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2012";276;NA
"3930";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2013";263;NA
"3931";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2014";264;NA
"3932";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2015";312;NA
"3933";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2016";344;NA
"3934";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2017";357;NA
"3935";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2018";374;NA
"3936";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2019";369;NA
"3937";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Trondelag";"X2012";384;NA
"3938";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Trondelag";"X2013";371;NA
"3939";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Trondelag";"X2014";441;NA
"3940";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Trondelag";"X2015";429;NA
"3941";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Trondelag";"X2016";478;NA
"3942";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Trondelag";"X2017";526;NA
"3943";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Trondelag";"X2018";572;NA
"3944";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Trondelag";"X2019";571;NA
"3945";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Nordland";"X2012";349;NA
"3946";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Nordland";"X2013";375;NA
"3947";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Nordland";"X2014";386;NA
"3948";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Nordland";"X2015";402;NA
"3949";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Nordland";"X2016";424;NA
"3950";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Nordland";"X2017";427;NA
"3951";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Nordland";"X2018";442;NA
"3952";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Nordland";"X2019";449;NA
"3953";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2012";206;NA
"3954";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2013";206;NA
"3955";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2014";227;NA
"3956";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2015";237;NA
"3957";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2016";226;NA
"3958";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2017";248;NA
"3959";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2018";286;NA
"3960";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2019";327;NA
"3961";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Oslo";"X2012";899;NA
"3962";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Oslo";"X2013";838;NA
"3963";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Oslo";"X2014";797;NA
"3964";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Oslo";"X2015";812;NA
"3965";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Oslo";"X2016";781;NA
"3966";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Oslo";"X2017";749;NA
"3967";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Oslo";"X2018";806;NA
"3968";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Oslo";"X2019";835;NA
"3969";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Viken";"X2012";1989;NA
"3970";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Viken";"X2013";2041;NA
"3971";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Viken";"X2014";2123;NA
"3972";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Viken";"X2015";2166;NA
"3973";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Viken";"X2016";2207;NA
"3974";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Viken";"X2017";2134;NA
"3975";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Viken";"X2018";2079;NA
"3976";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Viken";"X2019";2184;NA
"3977";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Innlandet";"X2012";875;NA
"3978";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Innlandet";"X2013";800;NA
"3979";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Innlandet";"X2014";783;NA
"3980";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Innlandet";"X2015";875;NA
"3981";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Innlandet";"X2016";814;NA
"3982";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Innlandet";"X2017";768;NA
"3983";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Innlandet";"X2018";748;NA
"3984";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Innlandet";"X2019";748;NA
"3985";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2012";806;NA
"3986";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2013";765;NA
"3987";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2014";771;NA
"3988";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2015";768;NA
"3989";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2016";724;NA
"3990";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2017";718;NA
"3991";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2018";697;NA
"3992";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2019";687;NA
"3993";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Agder";"X2012";548;NA
"3994";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Agder";"X2013";464;NA
"3995";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Agder";"X2014";447;NA
"3996";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Agder";"X2015";441;NA
"3997";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Agder";"X2016";386;NA
"3998";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Agder";"X2017";475;NA
"3999";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Agder";"X2018";492;NA
"4000";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Agder";"X2019";500;NA
"4001";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Rogaland";"X2012";615;NA
"4002";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Rogaland";"X2013";600;NA
"4003";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Rogaland";"X2014";532;NA
"4004";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Rogaland";"X2015";524;NA
"4005";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Rogaland";"X2016";516;NA
"4006";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Rogaland";"X2017";550;NA
"4007";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Rogaland";"X2018";586;NA
"4008";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Rogaland";"X2019";480;NA
"4009";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Vestland";"X2012";953;NA
"4010";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Vestland";"X2013";950;NA
"4011";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Vestland";"X2014";951;NA
"4012";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Vestland";"X2015";991;NA
"4013";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Vestland";"X2016";991;NA
"4014";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Vestland";"X2017";942;NA
"4015";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Vestland";"X2018";920;NA
"4016";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Vestland";"X2019";938;NA
"4017";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2012";547;NA
"4018";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2013";516;NA
"4019";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2014";500;NA
"4020";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2015";492;NA
"4021";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2016";434;NA
"4022";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2017";431;NA
"4023";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2018";419;NA
"4024";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2019";398;NA
"4025";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Trondelag";"X2012";833;NA
"4026";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Trondelag";"X2013";806;NA
"4027";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Trondelag";"X2014";813;NA
"4028";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Trondelag";"X2015";836;NA
"4029";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Trondelag";"X2016";848;NA
"4030";"Atrieflimmer og atrieflutter";"Kvinne";"70-89 ";"Kun bidiagnose";"Trondelag";"X2017";821;NA
