"";"Illness";"Gender";"Age";"Diagnosis";"Residency";"Year";"occurences"
"3250";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2013";210
"3251";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2014";253
"3252";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2015";256
"3253";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2016";261
"3254";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2017";332
"3255";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2018";318
"3256";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2019";409
"3257";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Oslo";"X2012";911
"3258";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Oslo";"X2013";960
"3259";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Oslo";"X2014";950
"3260";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Oslo";"X2015";999
"3261";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Oslo";"X2016";945
"3262";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Oslo";"X2017";1024
"3263";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Oslo";"X2018";1087
"3264";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Oslo";"X2019";1066
"3265";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Viken";"X2012";2354
"3266";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Viken";"X2013";2471
"3267";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Viken";"X2014";2537
"3268";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Viken";"X2015";2569
"3269";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Viken";"X2016";2793
"3270";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Viken";"X2017";2813
"3271";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Viken";"X2018";2875
"3272";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Viken";"X2019";3091
"3273";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Innlandet";"X2012";1009
"3274";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Innlandet";"X2013";969
"3275";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Innlandet";"X2014";992
"3276";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Innlandet";"X2015";1028
"3277";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Innlandet";"X2016";1073
"3278";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Innlandet";"X2017";1053
"3279";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Innlandet";"X2018";1065
"3280";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Innlandet";"X2019";1061
"3281";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2012";922
"3282";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2013";968
"3283";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2014";934
"3284";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2015";968
"3285";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2016";951
"3286";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2017";997
"3287";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2018";971
"3288";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2019";1006
"3289";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Agder";"X2012";637
"3290";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Agder";"X2013";569
"3291";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Agder";"X2014";553
"3292";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Agder";"X2015";568
"3293";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Agder";"X2016";547
"3294";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Agder";"X2017";611
"3295";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Agder";"X2018";649
"3296";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Agder";"X2019";676
"3297";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Rogaland";"X2012";815
"3298";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Rogaland";"X2013";771
"3299";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Rogaland";"X2014";777
"3300";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Rogaland";"X2015";791
"3301";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Rogaland";"X2016";793
"3302";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Rogaland";"X2017";825
"3303";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Rogaland";"X2018";799
"3304";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Rogaland";"X2019";768
"3305";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Vestland";"X2012";1321
"3306";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Vestland";"X2013";1318
"3307";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Vestland";"X2014";1206
"3308";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Vestland";"X2015";1331
"3309";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Vestland";"X2016";1342
"3310";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Vestland";"X2017";1329
"3311";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Vestland";"X2018";1345
"3312";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Vestland";"X2019";1334
"3313";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2012";605
"3314";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2013";666
"3315";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2014";629
"3316";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2015";645
"3317";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2016";601
"3318";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2017";627
"3319";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2018";632
"3320";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2019";640
"3321";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Trondelag";"X2012";1077
"3322";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Trondelag";"X2013";1019
"3323";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Trondelag";"X2014";1094
"3324";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Trondelag";"X2015";1086
"3325";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Trondelag";"X2016";1068
"3326";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Trondelag";"X2017";1091
"3327";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Trondelag";"X2018";1094
"3328";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Trondelag";"X2019";1171
"3329";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Nordland";"X2012";527
"3330";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Nordland";"X2013";520
"3331";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Nordland";"X2014";561
"3332";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Nordland";"X2015";556
"3333";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Nordland";"X2016";609
"3334";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Nordland";"X2017";676
"3335";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Nordland";"X2018";663
"3336";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Nordland";"X2019";684
"3337";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Troms og Finnmark";"X2012";503
"3338";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Troms og Finnmark";"X2013";535
"3339";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Troms og Finnmark";"X2014";501
"3340";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Troms og Finnmark";"X2015";567
"3341";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Troms og Finnmark";"X2016";559
"3342";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Troms og Finnmark";"X2017";569
"3343";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Troms og Finnmark";"X2018";637
"3344";"Atrieflimmer og atrieflutter";"Mann";"70-89 ";"Kun bidiagnose";"Troms og Finnmark";"X2019";691
"3345";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Oslo";"X2012";26
"3346";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Oslo";"X2013";14
"3347";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Oslo";"X2014";40
"3348";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Oslo";"X2015";52
"3349";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Oslo";"X2016";43
"3350";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Oslo";"X2017";82
"3351";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Oslo";"X2018";83
"3352";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Oslo";"X2019";58
"3353";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Viken";"X2012";68
"3354";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Viken";"X2013";89
"3355";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Viken";"X2014";62
"3356";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Viken";"X2015";93
"3357";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Viken";"X2016";81
"3358";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Viken";"X2017";90
"3359";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Viken";"X2018";102
"3360";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Viken";"X2019";111
"3361";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Innlandet";"X2012";17
"3362";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Innlandet";"X2013";29
"3363";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Innlandet";"X2014";25
"3364";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Innlandet";"X2015";35
"3365";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Innlandet";"X2016";37
"3366";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Innlandet";"X2017";36
"3367";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Innlandet";"X2018";38
"3368";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Innlandet";"X2019";34
"3369";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Vestfold og Telemark";"X2012";27
"3370";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Vestfold og Telemark";"X2013";29
"3371";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Vestfold og Telemark";"X2014";29
"3372";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Vestfold og Telemark";"X2015";33
"3373";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Vestfold og Telemark";"X2016";29
"3374";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Vestfold og Telemark";"X2017";41
"3375";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Vestfold og Telemark";"X2018";49
"3376";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Vestfold og Telemark";"X2019";53
"3377";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Agder";"X2012";6
"3378";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Agder";"X2013";12
"3379";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Agder";"X2014";10
"3380";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Agder";"X2015";16
"3381";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Agder";"X2016";22
"3382";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Agder";"X2017";16
"3383";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Agder";"X2018";21
"3384";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Agder";"X2019";23
"3385";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Rogaland";"X2012";20
"3386";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Rogaland";"X2013";20
"3387";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Rogaland";"X2014";19
"3388";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Rogaland";"X2015";24
"3389";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Rogaland";"X2016";33
"3390";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Rogaland";"X2017";27
"3391";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Rogaland";"X2018";34
"3392";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Rogaland";"X2019";30
"3393";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Vestland";"X2012";61
"3394";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Vestland";"X2013";45
"3395";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Vestland";"X2014";57
"3396";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Vestland";"X2015";73
"3397";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Vestland";"X2016";59
"3398";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Vestland";"X2017";61
"3399";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Vestland";"X2018";79
"3400";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Vestland";"X2019";76
"3401";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"More og Romsdal";"X2012";14
"3402";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"More og Romsdal";"X2013";8
"3403";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"More og Romsdal";"X2014";14
"3404";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"More og Romsdal";"X2015";21
"3405";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"More og Romsdal";"X2016";30
"3406";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"More og Romsdal";"X2017";21
"3407";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"More og Romsdal";"X2018";19
"3408";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"More og Romsdal";"X2019";18
"3409";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Trondelag";"X2012";16
"3410";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Trondelag";"X2013";17
"3411";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Trondelag";"X2014";25
"3412";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Trondelag";"X2015";20
"3413";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Trondelag";"X2016";26
"3414";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Trondelag";"X2017";29
"3415";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Trondelag";"X2018";31
"3416";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Trondelag";"X2019";39
"3417";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Nordland";"X2012";25
"3418";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Nordland";"X2013";35
"3419";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Nordland";"X2014";18
"3420";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Nordland";"X2015";28
"3421";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Nordland";"X2016";26
"3422";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Nordland";"X2017";33
"3423";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Nordland";"X2018";34
"3424";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Nordland";"X2019";37
"3425";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Troms og Finnmark";"X2012";7
"3426";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Troms og Finnmark";"X2013";8
"3427";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Troms og Finnmark";"X2014";9
"3428";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Troms og Finnmark";"X2015";7
"3429";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Troms og Finnmark";"X2016";10
"3430";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Troms og Finnmark";"X2017";11
"3431";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Troms og Finnmark";"X2018";17
"3432";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Hoveddiagnose";"Troms og Finnmark";"X2019";15
"3433";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Oslo";"X2012";166
"3434";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Oslo";"X2013";159
"3435";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Oslo";"X2014";154
"3436";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Oslo";"X2015";166
"3437";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Oslo";"X2016";173
"3438";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Oslo";"X2017";167
"3439";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Oslo";"X2018";168
"3440";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Oslo";"X2019";181
"3441";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Viken";"X2012";281
"3442";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Viken";"X2013";303
"3443";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Viken";"X2014";330
"3444";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Viken";"X2015";376
"3445";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Viken";"X2016";374
"3446";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Viken";"X2017";386
"3447";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Viken";"X2018";355
"3448";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Viken";"X2019";449
"3449";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Innlandet";"X2012";127
"3450";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Innlandet";"X2013";122
"3451";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Innlandet";"X2014";125
"3452";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Innlandet";"X2015";142
"3453";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Innlandet";"X2016";137
"3454";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Innlandet";"X2017";133
"3455";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Innlandet";"X2018";133
"3456";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Innlandet";"X2019";126
"3457";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Vestfold og Telemark";"X2012";118
"3458";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Vestfold og Telemark";"X2013";131
"3459";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Vestfold og Telemark";"X2014";117
"3460";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Vestfold og Telemark";"X2015";125
"3461";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Vestfold og Telemark";"X2016";133
"3462";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Vestfold og Telemark";"X2017";117
"3463";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Vestfold og Telemark";"X2018";112
"3464";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Vestfold og Telemark";"X2019";151
"3465";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Agder";"X2012";78
"3466";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Agder";"X2013";71
"3467";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Agder";"X2014";77
"3468";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Agder";"X2015";68
"3469";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Agder";"X2016";74
"3470";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Agder";"X2017";77
"3471";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Agder";"X2018";72
"3472";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Agder";"X2019";77
"3473";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Rogaland";"X2012";98
"3474";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Rogaland";"X2013";101
"3475";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Rogaland";"X2014";94
"3476";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Rogaland";"X2015";99
"3477";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Rogaland";"X2016";113
"3478";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Rogaland";"X2017";106
"3479";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Rogaland";"X2018";109
"3480";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Rogaland";"X2019";113
"3481";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Vestland";"X2012";161
"3482";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Vestland";"X2013";178
"3483";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Vestland";"X2014";187
"3484";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Vestland";"X2015";180
"3485";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Vestland";"X2016";185
"3486";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Vestland";"X2017";209
"3487";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Vestland";"X2018";212
"3488";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"Vestland";"X2019";232
"3489";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"More og Romsdal";"X2012";99
"3490";"Atrieflimmer og atrieflutter";"Mann";"90+ ";"Kun bidiagnose";"More og Romsdal";"X2013";98
